,id,full_text,tokens,date,sentiment
21617,1252463437449322497,"Website is updated!


#在宅ワーク #coronavirus #COVID19 #japan #tokyo #SHARPマスク #rakuten #楽天モバイル #新型肺炎 #mask #antivirus #給付金 #10万円 #english #3密 #StayHome #خليك_بالبيت #خليك_في_البيت #كورونا","['website', 'updated', '在宅ワーク', 'coronavirus', 'covid19', 'japan', 'tokyo', 'sharpマスク', 'rakuten', '楽天モバイル', '新型肺炎', 'mask', 'antivirus', '給付金', '10万円', 'english', '3密', 'stayhome', 'خليك_بالبيت', 'خليك_في_البيت', 'كورونا']",2020-04-21,0.0
100121,1258050159629537282,"These must be the winning face masks in Franschhoek 👏 Franschhoek Rugby Club, you beauties! 🏉 #togetherfranschhoek #community #WearYourMask #staysafe #COVID19 #FranschhoekRugby","['must', 'winning', 'face', 'masks', 'franschhoek', 'franschhoek', 'rugby', 'club', 'beauties', 'togetherfranschhoek', 'community', 'wearyourmask', 'staysafe', 'covid19', 'franschhoekrugby']",2020-05-06,0.625
368887,1248027580382318595,"Los Angeles orders essential workers to wear masks, businesses can refuse people without face coverings","['los', 'angeles', 'orders', 'essential', 'workers', 'wear', 'masks', 'businesses', 'refuse', 'people', 'without', 'face', 'coverings']",2020-04-08,0.0
241638,1233975421034586112,"@IrfanPathan Is her face masked due to COVID-19 precautions? Good to see celebrities spreading awareness to contain the virus. 
@IrfanPathan is however photo addict that he removed his mask to capture it perfectly..

Happy Birthday Sis 👏🏻💐","['face', 'masked', 'due', 'covid19', 'precautions', 'good', 'see', 'celebrities', 'spreading', 'awareness', 'contain', 'virus', 'however', 'photo', 'addict', 'removed', 'mask', 'capture', 'perfectly', 'happy', 'birthday', 'sis']",2020-03-01,0.45833333333333304
246384,1233668956281593856,Coronavirus: The Harvey’s taking necessary precautions using face mask (Photo),"['coronavirus', 'harveys', 'taking', 'necessary', 'precautions', 'using', 'face', 'mask', 'photo']",2020-02-29,0.0
305824,1244721695836930048,"Whenever Chuck Norris steps outside, the coronavirus puts on an n95 mask.","['whenever', 'chuck', 'norris', 'steps', 'outside', 'coronavirus', 'puts', 'n95', 'mask']",2020-03-30,0.0
377417,1250476544071524352,"Washing your hands, social distancing, and wearing a face covering are some of the most important measures you can take to protect yourself (and others) from coronavirus. Here are additional ways you can reduce your risk:","['washing', 'hands', 'social', 'distancing', 'wearing', 'face', 'covering', 'important', 'measures', 'take', 'protect', 'others', 'coronavirus', 'additional', 'ways', 'reduce', 'risk']",2020-04-15,0.311111111111111
265606,1238326585943605248,Mans doesn't even know who should wear the masks and who should not,"['mans', 'doesnt', 'even', 'know', 'wear', 'masks']",2020-03-13,0.0
185296,1261091330073165824,"@HooverHighBucs is having graduation ceremonies with 650 grads + family in attendance. While grads will be wearing masks it's still a bad idea. Spread it out across a few nights, thin the crowd and be safer. #COVID19 is still out there and we don't need to be doing it any favors.","['graduation', 'ceremonies', '650', 'grads', 'family', 'attendance', 'grads', 'wearing', 'masks', 'still', 'bad', 'idea', 'spread', 'across', 'nights', 'thin', 'crowd', 'safer', 'covid19', 'still', 'dont', 'need', 'favors']",2020-05-15,-0.433333333333333
12548,1251411509218955266,"Everyone includes the kids wears a face mask in China, the Covid-19 is going to change Chinese' life style and habit. #coronavirus #China #ChinaBacktoNormal","['everyone', 'includes', 'kids', 'wears', 'face', 'mask', 'china', 'covid19', 'going', 'change', 'chinese', 'life', 'style', 'habit', 'coronavirus', 'china', 'chinabacktonormal']",2020-04-18,0.0
65201,1256467718750035969,We've added new Navajo Face Mask at our store. Check it out here:  #Facemask #COVID19 #Coronavirus,"['weve', 'added', 'new', 'navajo', 'face', 'mask', 'store', 'check', 'facemask', 'covid19', 'coronavirus']",2020-05-02,0.13636363636363602
85033,1255638542618783745,"Typical racists think Asian face = cause of virus. Not cities or cases per 100,000 population.
1. Virus spread is not intuitive 
2. Many Richmond homes are empty or occupied by satellite families where only the father is working from China.
3. Asians mask culture prevents spread","['typical', 'racists', 'think', 'asian', 'face', 'cause', 'virus', 'cities', 'cases', 'per', '100000', 'population', '1', 'virus', 'spread', 'intuitive', '2', 'many', 'richmond', 'homes', 'empty', 'occupied', 'satellite', 'families', 'father', 'working', 'china', '3', 'asians', 'mask', 'culture', 'prevents', 'spread']",2020-04-29,0.046666666666666
235218,1231804300898250753,"🔝🦠 CoronaVirus Prevention 🦠🔝
⭐️ Fast Delivery ✔︎ 
⭐️ Easy ordering ✔︎ 
⭐️ Magnificent Savings ✔︎
#ad #sponsored #coronavirus #sick #flu #germs #virus #diseases #cleaning #sanitizing #survival #disinfecting #antibacterial #medical #mask #FaceMask","['coronavirus', 'prevention', 'fast', 'delivery', 'easy', 'ordering', 'magnificent', 'savings', 'ad', 'sponsored', 'coronavirus', 'sick', 'flu', 'germs', 'virus', 'diseases', 'cleaning', 'sanitizing', 'survival', 'disinfecting', 'antibacterial', 'medical', 'mask', 'facemask']",2020-02-24,0.183809523809523
89747,1255196937684258816,"How often did we see doctors wear masks before the theatrics of coronavirus new world order?

This is drama. This is pre-election fraud.

This is mind control and fear mongering until everyone submits to the order.#NWO #vaccinestate #policestate #BillGates","['often', 'see', 'doctors', 'wear', 'masks', 'theatrics', 'coronavirus', 'new', 'world', 'order', 'drama', 'preelection', 'fraud', 'mind', 'control', 'fear', 'mongering', 'everyone', 'submits', 'ordernwo', 'vaccinestate', 'policestate', 'billgates']",2020-04-28,0.13636363636363602
86157,1255703060699062274,I've worked in healthcare over 20 years..I wear my mask because it's been mandatory since Mid March..part of compliance to pay my bills..but it's time to wake tf up and shut this down!!,"['ive', 'worked', 'healthcare', '20', 'yearsi', 'wear', 'mask', 'mandatory', 'since', 'mid', 'marchpart', 'compliance', 'pay', 'billsbut', 'time', 'wake', 'tf', 'shut']",2020-04-30,-0.12152777777777701
369342,1248057975136235521,The mask is off!,['mask'],2020-04-09,0.0
144443,1260308064969854981,"@JennaEllisEsq @realDonaldTrump DOJ says It’s okay to lie to FBI.   Don’t wear masks. “LIBERATE” United States. We make ourselves look bad doing so much testing.  Only 75,000 have died out of 350,000,000 Americans. CORONAVIRUS is HOAX.  But Trump is real .. scum. Real republicans inject disinfectants.","['doj', 'says', 'okay', 'lie', 'fbi', 'dont', 'wear', 'masks', 'liberate', 'united', 'states', 'make', 'look', 'bad', 'much', 'testing', '75000', 'died', '350000000', 'americans', 'coronavirus', 'hoax', 'trump', 'real', 'scum', 'real', 'republicans', 'inject', 'disinfectants']",2020-05-12,-0.041666666666666005
264847,1238037334009905152,"Heart Evangelista DIY Hermes Facemask  laban sa COVID-19  via @YouTube
@antondiaz
@MannyPacquiao
@filipinofood
@food_pinoy
@avelovinit
@heftyfoodie
@BroiledHibiscus
@tasteasyougo
@CherrieMoore
@proncis
@paoix
@Pinakurat
@Manggy
@trissalicious","['heart', 'evangelista', 'diy', 'hermes', 'facemask', 'laban', 'sa', 'covid19', 'via']",2020-03-12,0.0
293849,1243370177007403008,"NYC - Face Mask trends. 3.26

#Coronavirus","['nyc', 'face', 'mask', 'trends', '326', 'coronavirus']",2020-03-27,0.0
236090,1232089011964928000,@BetteMidler Were the people paid to attend? Why would such a large crowd not wear masks with Coronavirus all around the world now?,"['people', 'paid', 'attend', 'would', 'large', 'crowd', 'wear', 'masks', 'coronavirus', 'around', 'world']",2020-02-24,0.10714285714285701
91734,1255246002308747264,You....can look someone in the eye with a mask on...,"['youcan', 'look', 'someone', 'eye', 'mask']",2020-04-28,0.0
81168,1255467961390895104,@stucam7771 @OTOOLEFAN He gets checked every day and the mask is for the person not to pass it on to other people and he doesn't have coronavirus. There now you have learned something today. Say thank you,"['gets', 'checked', 'every', 'day', 'mask', 'person', 'pass', 'people', 'doesnt', 'coronavirus', 'learned', 'something', 'today', 'say', 'thank']",2020-04-29,-0.125
207533,1262124700748185600,RT @kharyp: Karen gets upset that a store won't let her shop without a protective facemask. She then tried to pretend like she's the victim…,"['rt', 'karen', 'gets', 'upset', 'store', 'wont', 'let', 'shop', 'without', 'protective', 'facemask', 'tried', 'pretend', 'like', 'shes', 'victim']",2020-05-17,0.0
56098,1253520545317937152,Help! My Mask Fogs My Glasses,"['help', 'mask', 'fogs', 'glasses']",2020-04-24,0.0
202241,1262094219499286528,"RT @GovMLG: Remember: as of today, all New Mexicans are required to wear a face covering in public.

Wearing a mask slows the spread of COV…","['rt', 'remember', 'today', 'new', 'mexicans', 'required', 'wear', 'face', 'covering', 'public', 'wearing', 'mask', 'slows', 'spread', 'cov']",2020-05-17,0.06818181818181801
245166,1234449003250622464,"$139.99 KF94 Anti COVID-19 Face Mask 30pcs/box (in stock),DealExtreme","['13999', 'kf94', 'anti', 'covid19', 'face', 'mask', '30pcsbox', 'stockdealextreme']",2020-03-02,0.0
56215,1253530821723594758,"#MaskForce
Indian cricketers are leaving no stones unturned to ensure that they join hands to fight the coronavirus outbreak. BCCI appeals to every individual to wear a mask when going out of the house for emergency purposes. 
via NaMo App","['maskforce', 'indian', 'cricketers', 'leaving', 'stones', 'unturned', 'ensure', 'join', 'hands', 'fight', 'coronavirus', 'outbreak', 'bcci', 'appeals', 'every', 'individual', 'wear', 'mask', 'going', 'house', 'emergency', 'purposes', 'via', 'namo', 'app']",2020-04-24,0.0
184032,1261049472433262592,"#trump visits another mask factory and doesn't wear a mask AGAIN, despite having #CoronaVirus in the #WhiteHouse and questionable testing

Then he muses that testing is over rated","['trump', 'visits', 'another', 'mask', 'factory', 'doesnt', 'wear', 'mask', 'despite', 'coronavirus', 'whitehouse', 'questionable', 'testing', 'muses', 'testing', 'rated']",2020-05-14,-0.5
370288,1251043797825445888,BBC News - Coronavirus: Should I wear a mask to stop the virus?,"['bbc', 'news', 'coronavirus', 'wear', 'mask', 'stop', 'virus']",2020-04-17,0.0
111923,1257500141940084742,Coming from a hack who wears a jock cup as a face mask! That's rich Chucky!,"['coming', 'hack', 'wears', 'jock', 'cup', 'face', 'mask', 'thats', 'rich', 'chucky']",2020-05-05,0.46875000000000006
374165,1251336144584916992,"""What mask should I wear today? The pink one or maybe the one with the Palestinian cloth pattern"", asks Rayan Sukkar in a #Campji video. The reporter from #Shatila in Lebanon is joking - but above all, she shows how to put on a mask correctly:  #covid19","['mask', 'wear', 'today', 'pink', 'one', 'maybe', 'one', 'palestinian', 'cloth', 'pattern', 'asks', 'rayan', 'sukkar', 'campji', 'video', 'reporter', 'shatila', 'lebanon', 'joking', 'shows', 'put', 'mask', 'correctly', 'covid19']",2020-04-18,-0.05
330647,1245955689333370881,"We need to measure against the activity. If we are social distancing, do we need medical/PPE standard equipment? We really need less stats and data, and more advice on best practice. When we are grocery shopping, a homemade face mask will do?. @BillGates #coronavirus #facemasks","['need', 'measure', 'activity', 'social', 'distancing', 'need', 'medicalppe', 'standard', 'equipment', 'really', 'need', 'less', 'stats', 'data', 'advice', 'best', 'practice', 'grocery', 'shopping', 'homemade', 'face', 'mask', 'coronavirus', 'facemasks']",2020-04-03,0.261111111111111
375931,1250365904883458048,".@DeboickJanet Thanks4the follow.@preppinginL are people who practice #emergencypreparedness 🤓""if we fail to plan, then we are planning to fail"" JOIN US ➡️ 
#UK #prepper #survivalist #2is1and1is0 #SHTF #pandemic #community #coronavirus #covid19uk #facemask","['thanks4the', 'follow', 'people', 'practice', 'emergencypreparedness', 'fail', 'plan', 'planning', 'fail', 'join', 'us', 'uk', 'prepper', 'survivalist', '2is1and1is0', 'shtf', 'pandemic', 'community', 'coronavirus', 'covid19uk', 'facemask']",2020-04-15,-0.5
189665,1261922256994750464,RT @Bankers_United: Wearing N95 masks results in hypooxygenemia and; hypercapnia which reduce working efficiency and; ability to make correct dec…,"['rt', 'wearing', 'n95', 'masks', 'results', 'hypooxygenemia', 'hypercapnia', 'reduce', 'working', 'efficiency', 'ability', 'make', 'correct', 'dec']",2020-05-17,0.0
216205,1222871222385594369,"Mask Hoarders Are Raising Risk of a Coronavirus Outbreak in the U.S.

#SHTF #Prepping","['mask', 'hoarders', 'raising', 'risk', 'coronavirus', 'outbreak', 'us', 'shtf', 'prepping']",2020-01-30,0.0
51639,1253228916556345344,New Design (October birthday 2020 the one where im quarantined mask covid19 shirt) Link Buys Product:,"['new', 'design', 'october', 'birthday', '2020', 'one', 'im', 'quarantined', 'mask', 'covid19', 'shirt', 'link', 'buys', 'product']",2020-04-23,0.13636363636363602
44899,1254577815409897472,Ireland Baldwin in a Face Mask Goes Shopping During the COVID-19 Lockdown in Los Angeles 04/23/2020,"['ireland', 'baldwin', 'face', 'mask', 'goes', 'shopping', 'covid19', 'lockdown', 'los', 'angeles', '04232020']",2020-04-27,0.0
41969,1254355657198907393,"South Koreans wear masks and sit according to social distancing as a preventive measure against the coronavirus (COVID-19), as they prepare for an insurance planner examination at Seokyeong University playground on April 25, 2020 in Seoul, South Korea.","['south', 'koreans', 'wear', 'masks', 'sit', 'according', 'social', 'distancing', 'preventive', 'measure', 'coronavirus', 'covid19', 'prepare', 'insurance', 'planner', 'examination', 'seokyeong', 'university', 'playground', 'april', '25', '2020', 'seoul', 'south', 'korea']",2020-04-26,0.033333333333333
63833,1256256901366628356,7 Signs You Need a New Mask  #UNCP #BraveNation #COVID19,"['7', 'signs', 'need', 'new', 'mask', 'uncp', 'bravenation', 'covid19']",2020-05-01,0.13636363636363602
290347,1242837370887647234,"#f2b I found coded language in the Princess Bride about the Coronavirus and the trend towards wearing masks #dotconnector 😆

Princess Bride Mask Wearing  via @YouTube","['f2b', 'found', 'coded', 'language', 'princess', 'bride', 'coronavirus', 'trend', 'towards', 'wearing', 'masks', 'dotconnector', 'princess', 'bride', 'mask', 'wearing', 'via']",2020-03-25,0.0
216231,1222873958275600384,"Pro Tip: If you cant get a mask, Pinterest probably isn’t the best place to find alternatives. #coronavirus","['pro', 'tip', 'cant', 'get', 'mask', 'pinterest', 'probably', 'isnt', 'best', 'place', 'find', 'alternatives', 'coronavirus']",2020-01-30,1.0
2891,1249908343943991297,Helpful info here! Esp re: face masks,"['helpful', 'info', 'esp', 'face', 'masks']",2020-04-14,0.0
198452,1262062430760448009,"@TopherSpiro @jonfavs Too many ""I'm not wearing a mask, I'll look like pussy"" types here in 'merica #Trumpanzees are ignorant dumbasses. We're screwed. #COVID19 #TheBodyBagPresident","['many', 'im', 'wearing', 'mask', 'ill', 'look', 'like', 'pussy', 'types', 'merica', 'trumpanzees', 'ignorant', 'dumbasses', 'screwed', 'covid19', 'thebodybagpresident']",2020-05-17,0.5
99358,1258017932715720706,@BishopStika We should be concerned about those dying from the coronavirus it's an awfull way to die. We need to keep our distance we need to wear masks and when they open the churches the Priest should wear sanitised plastic gloves to give out communion on the hand and not the mouth.,"['concerned', 'dying', 'coronavirus', 'awfull', 'way', 'die', 'need', 'keep', 'distance', 'need', 'wear', 'masks', 'open', 'churches', 'priest', 'wear', 'sanitised', 'plastic', 'gloves', 'give', 'communion', 'hand', 'mouth']",2020-05-06,0.0
303722,1244488556246114305,How to make a  Home-Made Mask and Rinse your nose to safeguard coronavirus  via @YouTube,"['make', 'homemade', 'mask', 'rinse', 'nose', 'safeguard', 'coronavirus', 'via']",2020-03-30,0.0
